Frame,Satellite X (km),Satellite Y (km),Velocity X (km/s),Velocity Y (km/s),Force X (N),Force Y (N),Total Distance (km),Total Velocity (km/s),Total Acceleration (km/s²)
164,-612063.0209883661,-130828.68033003612,-3952.8801911765754,-974.9985571732235,0.008684736240115912,0.0021420542216807714,667532.7364111011,4071.349161185519,0.001101193562705708
165,-616015.9003215667,-131803.67867559308,-3952.8793332006417,-974.9983455569644,0.008579759339993137,0.002116162591322622,671604.0855721289,4071.348277497709,0.0010812273619359785
166,-619968.7788070999,-132778.6768120763,-3952.878485533203,-974.9981364832059,0.008476674387135112,0.0020907375844111827,675675.4338494707,4071.347404427309,0.001061740951559639
167,-623921.6564550895,-133753.67474198272,-3952.8776479895837,-974.9979299064005,0.008375436189254959,0.002065768055081569,679746.7812537438,4071.34654178411,0.0010427200058003817
168,-627874.533275479,-134728.6724677648,-3952.8768203894942,-974.9977257820816,0.008276000895426556,0.0020412431882852904,683818.1277953759,4071.3456893824173,0.0010241507091300571
169,-631827.4092780359,-135703.66999183164,-3952.876002556899,-974.9975240668329,0.008178325948590559,0.002017152488077147,687889.4734846079,4071.3448470409216,0.0010060197351908005
170,-635780.2844723557,-136678.6673165499,-3952.8751943198954,-974.9973247182563,0.008082370040010741,0.0019934857663831134,691960.8183315002,4071.3440145825684,0.0009883142267073297
171,-639733.1588678663,-137653.66444424485,-3952.874395510589,-974.9971276949431,0.007988093065589818,0.0019702331322267955,696032.1623459358,4071.343191834433,0.0009710217763351658
172,-643686.0324738312,-138628.6613772013,-3952.87360596498,-974.9969329564449,0.007895456083958353,0.0019473849813931767,700103.505537625,4071.3423786276026,0.0009541304083983558
173,-647638.905299354,-139603.65811766454,-3952.872825522853,-974.9967404632463,0.007804421276255073,0.0019249319865094871,704174.8479161091,4071.3415747970566,0.0009376285614687878
174,-651591.7773533817,-140578.65466784127,-3952.872054027662,-974.9965501767375,0.007714951907520956,0.0019028650875240658,708246.1894907643,4071.340780181562,0.0009215050717448086
175,-655544.6486447081,-141553.65102990047,-3952.8712913264335,-974.9963620591893,0.00762701228963355,0.0018811754825650707,712317.5302708057,4071.339994623559,0.0009057491571875988
176,-659497.5191819778,-142528.6472059742,-3952.870537269659,-974.9961760737275,0.007540567745711707,0.0018598546191618257,716388.8702652905,4071.33921796906,0.0008903504023762286
177,-663450.388973689,-143503.6431981585,-3952.8697917112017,-974.9959921843089,0.007455584575924375,0.0018388941858124323,720460.2094831226,4071.338450067548,0.0008752987440466725
178,-667403.2580281972,-144478.6390085142,-3952.869054508199,-974.9958103556986,0.007372030024640596,0.0018182861038821526,724531.5479330546,4071.337690771881,0.0008605844572776585
179,-671356.1263537182,-145453.63463906763,-3952.868325520974,-974.9956305534466,0.007289872248860844,0.0017980225198177947,728602.8856236925,4071.3369399381945,0.0008461981422934837
180,-675308.9939583312,-146428.6300918115,-3952.8676046129453,-974.995452743867,0.007209080287872953,0.0017780957976641096,732674.2225634983,4071.3361974258164,0.0008321307118511436
181,-679261.8608499817,-147403.6253687055,-3952.866891650542,-974.9952768940158,0.007129624034078605,0.0017584985118688687,736745.5587607931,4071.335463097171,0.000818373379184116
182,-683214.7270364849,-148378.6204716772,-3952.8661865031218,-974.9951029716717,0.007051474204939079,0.0017392234403639795,740816.8942237606,4071.3347368177024,0.0008049176464741967
183,-687167.5925255277,-149353.6154026225,-3952.86548904289,-974.9949309453159,0.006974602315991443,0.001720263557910588,744888.2289604502,4071.334018455788,0.0007917552938265821
184,-691120.4573246726,-150328.61016340659,-3952.8647991448247,-974.9947607841129,0.006898980654888768,0.0017016120296967365,748959.5629787791,4071.333307882655,0.00077887836872261
185,-695073.3214413591,-151303.60475586448,-3952.8641166865987,-974.9945924578924,0.00682458225642018,0.0016832622051766598,753030.8962865364,4071.332604972315,0.0007662791759279641
186,-699026.1848829077,-152278.5991818016,-3952.8634415485108,-974.9944259371312,0.006751380878468726,0.001665207612141375,757102.2288913846,4071.331909601477,0.0007539502678334548
187,-702979.047656521,-153253.59344299455,-3952.8627736134126,-974.9942611929359,0.006679350978867019,0.0016474419510106783,761173.5608008633,4071.331221649484,0.0007418844352082513
188,-706931.9097692876,-154228.58754119155,-3952.8621127666433,-974.994098197027,0.0066084676931125515,0.0016299590893371575,765244.8920223913,4071.330540998238,0.0007300746983456593
189,-710884.7712281835,-155203.58147811328,-3952.8614588959617,-974.9939369217215,0.006538706812906379,0.0016127530565132645,769316.2225632693,4071.329867532135,0.0007185142985826149
190,-714837.632040075,-156178.57525545318,-3952.8608118914854,-974.9937773399175,0.0064700447654806,0.0015958180386729233,773387.5524306825,4071.3292011379986,0.0007071966901755618
191,-718790.4922117207,-157153.56887487826,-3952.8601716456255,-974.9936194250802,0.006402458593681652,0.0015791483737795388,777458.8816317029,4071.328541705018,0.0006961155325155872
192,-722743.3517497737,-158128.5623380295,-3952.859538053032,-974.9934631512256,0.006335925936778021,0.0015627385468926626,781530.2101732915,4071.3278891246837,0.0006852646826674798
193,-726696.2106607843,-159103.5556465224,-3952.858911010531,-974.993308492907,0.006270425011962391,0.0015465831856059254,785601.538062301,4071.327243290731,0.000674638188217049
194,-730649.0689512014,-160078.54880194762,-3952.858290417071,-974.9931554252015,0.006205934596519691,0.0015306770556491895,789672.8653054778,4071.3266040990816,0.0006642302804127928
195,-734601.9266273751,-161053.5418058713,-3952.85767617367,-974.9930039236957,0.006142434010633768,0.0015150150566482085,793744.1919094638,4071.3259714477863,0.0006540353675881921
196,-738554.7836955584,-162028.53465983577,-3952.85706818336,-974.992853964474,0.006079903100806655,0.001499592218035363,797815.5178808001,4071.3253452369704,0.0006440480288522312
197,-742507.6401619096,-163003.52736535989,-3952.8564663511374,-974.9927055241045,0.0060183222238656825,0.0014844036951053726,801886.8432259265,4071.3247253687855,0.0006342630080348391
198,-746460.4960324934,-163978.51992393952,-3952.8558705839146,-974.9925585796279,0.005957672231534662,0.0014694447652101232,805958.1679511858,4071.324111747352,0.0006246752078771678
199,-750413.3513132839,-164953.51233704804,-3952.855280790469,-974.9924131085455,0.005897934455546558,0.0014547108240870353,810029.4920628248,4071.3235042787155,0.0006152796844544422
200,-754366.2060101654,-165928.50460613685,-3952.8546968814,-974.9922690888073,0.005839090693276033,0.0014401973823156497,814100.8155669962,4071.3229028707956,0.0006060716418214474
201,-758319.0601289344,-166903.49673263566,-3952.8541187690803,-974.9921264988012,0.005781123193871228,0.001425900061897332,818172.1384697608,4071.3223074333405,0.0005970464268706479
202,-762271.913675302,-167878.488717953,-3952.853546367616,-974.991985317342,0.0057240146448650185,0.0014118145929532314,822243.460777089,4071.3217178778796,0.0005881995243937042
203,-766224.7666548949,-168853.48056347665,-3952.8529795928002,-974.991845523661,0.005667748159246933,0.001397936810535848,826314.7824948628,4071.3211341176852,0.0005795265523368625
204,-770177.619073257,-169828.47227057404,-3952.852418362074,-974.9917070973959,0.005612307262977683,0.00138426265154976,830386.1036288773,4071.3205560677225,0.0005710232572421706
205,-774130.4709358516,-170803.46384059262,-3952.8518625944853,-974.9915700185808,0.005557675882929084,0.001370788151777262,834457.4241848431,4071.319983644615,0.0005626855098661664
206,-778083.3222480621,-171778.45527486026,-3952.8513122106515,-974.9914342676364,0.0055038383352328905,0.0013575094430048516,838528.7441683866,4071.319416766601,0.0005545093009681981
207,-782036.1730151948,-172753.44657468563,-3952.85076713272,-974.9912998253614,0.005450779314022723,0.001344422750246664,842600.0635850531,4071.318855353494,0.0005464907372616842
208,-785989.0232424792,-173728.43774135856,-3952.8502272843325,-974.9911666729224,0.005398483880554096,0.001331524389061154,846671.3824403074,4071.318299326648,0.0005386260375198618
209,-789941.8729350697,-174703.42877615042,-3952.8496925905874,-974.991034791846,0.005346937452688013,0.0013188107629574445,850742.700739536,4071.3177486089166,0.0005309115288311423
210,-793894.7220980477,-175678.41968031443,-3952.8491629780083,-974.99090416401,0.005296125794724387,0.001306278360887948,854814.0184880474,4071.317203124622,0.000523343642996076
211,-797847.5707364222,-176653.41045508606,-3952.8486383745076,-974.9907747716344,0.005246035007571945,0.0012939237548239787,858885.3356910757,4071.3166627995165,0.0005159189130616443
212,-801800.4188551315,-177628.40110168335,-3952.8481187093553,-974.9906465972748,0.005196651519242102,0.0012817435974112575,862956.6523537796,4071.3161275607504,0.0005086339699845567
213,-805753.2664590447,-178603.39162130718,-3952.8476039131474,-974.9905196238128,0.005147962075654498,0.0012697346197022871,867027.9684812459,4071.3155973368393,0.0005014855394211192
214,-809706.1135529625,-179578.38201514163,-3952.847093917774,-974.9903938344498,0.0050999537317427054,0.0012578936289627538,871099.284078489,4071.3150720576327,0.0004944704386357936
215,-813658.9601416189,-180553.37228435432,-3952.84658865639,-974.9902692126992,0.005052613842848853,0.0012462175065491828,875170.5991504539,4071.3145516542822,0.00048758557352519724
216,-817611.8062296823,-181528.3624300967,-3952.8460880633843,-974.9901457423787,0.005005930056396586,0.0012347032058552421,879241.9137020162,4071.3140360592115,0.00048082793575159456
217,-821564.6518217567,-182503.35245350428,-3952.845592074354,-974.9900234076036,0.0049598903038320374,0.0012233477503241416,883313.2277379845,4071.3135252060856,0.0004741945999822833
218,-825517.4969223829,-183478.34235569707,-3952.8451006260743,-974.9899021927806,0.004914482792823077,0.0012121482315247327,887384.5412631005,4071.313019029788,0.0004676827212295997
219,-829470.3415360393,-184453.33213777965,-3952.8446136564744,-974.9897820826,0.00486969599970733,0.001201101807288959,891455.8542820408,4071.3125174663855,0.00046128953228849636
220,-833423.1856671438,-185428.3218008417,-3952.844131104608,-974.98966306203,0.004825518662180035,0.00119020569990846,895527.1667994186,4071.312020453106,0.00045501234126646417
221,-837376.0293200545,-186403.311345958,-3952.8436529106307,-974.9895451163105,0.004781939772212992,0.0011794571943881664,899598.4788197838,4071.3115279283124,0.0004488485292032733
222,-841328.8724990701,-187378.30077418895,-3952.843179015774,-974.9894282309469,0.004738948569196363,0.0011688536367548581,903669.7903476249,4071.311039831474,0.00044279554777570664
223,-845281.7152084324,-188353.29008658064,-3952.842709362321,-974.9893123917036,0.004696534533295281,0.0011583924324186981,907741.1013873703,4071.310556103145,0.0004368509170851361
224,-849234.5574523261,-189328.27928416524,-3952.8422438935827,-974.9891975845992,0.004654687379013679,0.0011480710445858743,911812.4119433878,4071.310076684938,0.000431012223523149
225,-853187.3992348799,-190303.26836796114,-3952.841782553878,-974.9890837958999,0.004613397048957896,0.0011378869927205105,915883.7220199882,4071.309601519502,0.00042527711771407807
226,-857140.2405601684,-191278.25733897326,-3952.841325288507,-974.9889710121147,0.004572653707793129,0.0011278378510541389,919955.0316214235,4071.3091305504995,0.00041964331252855965
227,-861093.0814322123,-192253.24619819323,-3952.8408720437333,-974.98885921999,0.004532447736385789,0.0011179212471410238,924026.3407518909,4071.308663722583,0.0004141085811689276
228,-865045.9218549789,-193228.23494659972,-3952.8404227667606,-974.988748406504,0.0044927697261254234,0.0011081348604577658,928097.6494155311,4071.308200981373,0.0004086707553197218
229,-868998.7618323846,-194203.2235851586,-3952.8399774057134,-974.9886385588619,0.004453610473419797,0.0010984764210456206,932168.9576164306,4071.3077422734414,0.0004033277233641702
230,-872951.6013682943,-195178.21211482308,-3952.8395359096157,-974.988529664491,0.004414960974357207,0.0010889437081940516,936240.265358623,4071.3072875462835,0.0003980774286617618
231,-876904.4404665226,-196153.2005365341,-3952.8390982283736,-974.9884217110362,0.004376812419530222,0.001079534549164104,940311.5726460891,4071.306836748304,0.0003929178678856829
232,-880857.2791308353,-197128.18885122048,-3952.8386643127546,-974.9883146863544,0.004339156189015311,0.0010702468179502199,944382.8794827578,4071.3063898287955,0.0003878470894171469
233,-884810.1173649498,-198103.177059799,-3952.8382341143697,-974.988208578511,0.004301983847502961,0.0010610784340791706,948454.1858725073,4071.305946737919,0.00038286319179540724
234,-888762.9551725355,-199078.16516317474,-3952.837807585656,-974.9881033757748,0.004265287139573233,0.001052027361444857,952525.491819167,4071.3055074266854,0.00037796432221988646
235,-892715.7925572153,-200053.15316224136,-3952.837384679857,-974.9879990666141,0.004229057985111767,0.0010430916071777498,956596.7973265162,4071.3050718469394,0.0003731486751034833
236,-896668.6295225663,-201028.14105788106,-3952.8369653510094,-974.9878956396919,0.0041932884748614695,0.001034269220547792,960668.1023982861,4071.3046399513382,0.00036841449067519173
237,-900621.4660721204,-202003.12885096495,-3952.8365495539233,-974.9877930838627,0.004157970866105342,0.0010255582918996455,964739.4070381612,4071.304211693337,0.0003637600536293029
238,-904574.3022093646,-202978.1165423531,-3952.836137244166,-974.9876913881675,0.004123097578476059,0.001016956951619196,968810.711249779,4071.303787027174,0.0003591836918200579
239,-908527.1379377425,-203953.10413289495,-3952.8357283780465,-974.9875905418305,0.00408866118988802,0.0010084633691302674,972882.015036731,4071.303365907847,0.0003546837750000169
240,-912479.9732606552,-204928.09162342918,-3952.8353229126033,-974.9874905342552,0.00405465443258783,0.0010000757519205389,976953.3184025644,4071.3029482911084,0.0003502587136005274
241,-916432.8081814608,-205903.07901478422,-3952.8349208055843,-974.9873913550209,0.0040210701893192945,0.0009917923445957085,981024.6213507819,4071.3025341334387,0.0003459069575520588
242,-920385.6427034764,-206878.0663077781,-3952.8345220154356,-974.987292993878,0.00398790148959912,0.0009836114279609593,985095.9238848422,4071.3021233920394,0.00034162699514409293
243,-924338.4768299776,-207853.05350321883,-3952.8341265012846,-974.9871954407462,0.0039551415060997,0.0009755313181288344,989167.2260081616,4071.301716024813,0.00033741735192213766
244,-928291.3105642006,-208828.0406019045,-3952.8337342229297,-974.9870986857097,0.003922783551135478,0.0009675503656526596,993238.5277241145,4071.301311990353,0.00033327658962092356
245,-932244.1439093414,-209803.02760462355,-3952.833345140823,-974.9870027190143,0.0038908210732495267,0.0009596669546846795,997309.8290360335,4071.3009112479263,0.0003292033051322642
246,-936196.9768685574,-210778.0145121546,-3952.832959216057,-974.9869075310642,0.0038592476538970577,0.0009518795021581028,1001381.1299472104,4071.3005137574605,0.00032519612950656447
247,-940149.8094449678,-211753.001325267,-3952.832576410357,-974.9868131124184,0.0038280570042227595,0.0009441864569922847,1005452.4304608976,4071.3001194795315,0.00032125372698665016
248,-944102.6416416538,-212727.98804472075,-3952.832196686061,-974.9867194537884,0.0037972429619289247,0.0009365862993203044,1009523.7305803075,4071.2997283753516,0.00031737479407243594
249,-948055.4734616599,-213702.9746712668,-3952.831820006112,-974.9866265460344,0.0037667994882314704,0.0009290775397382177,1013595.0303086136,4071.2993404067515,0.00031355805861581264
250,-952008.304907994,-214677.96120564695,-3952.8314463340457,-974.9865343801625,0.0037367206649010156,0.0009216587185752865,1017666.3296489518,4071.298955536174,0.00030980227894453525
251,-955961.1359836279,-215652.94764859427,-3952.831075633976,-974.986442947322,0.003707000691386353,0.0009143284051845313,1021737.6286044199,4071.298573726659,0.0003061062430135865
252,-959913.9666914985,-216627.93400083305,-3952.830707870588,-974.9863522388022,0.00367763388201765,0.000907085197252947,1025808.927178079,4071.298194941832,0.0003024687675840087
253,-963866.7970345077,-217602.92026307905,-3952.8303430091214,-974.9862622460302,0.0036486146632869277,0.0008999277201307752,1029880.225372954,4071.2978191458915,0.00029888869742697146
254,-967819.6270155231,-218577.90643603963,-3952.829981015364,-974.9861729605676,0.003619937571203318,0.000892854626179223,1033951.5231920335,4071.2974463036003,0.0002953649045535588
255,-971772.4566373787,-219552.8925204137,-3952.8296218556393,-974.9860843741083,0.0035915972487208154,0.0008858645941360585,1038022.8206382712,4071.2970763802723,0.0002918962874681165
256,-975725.2859028755,-220527.87851689217,-3952.829265496795,-974.9859964784754,0.0035635884432362232,0.0008789563284985191,1042094.117714586,4071.2967093417615,0.0002884817704452972
257,-979678.1148147816,-221502.8644261578,-3952.8289119061947,-974.9859092656194,0.003535906004155142,0.0008721285589230021,1046165.4144238628,4071.296345154454,0.0002851203028291954
258,-983630.9433758333,-222477.8502488854,-3952.8285610517064,-974.9858227276155,0.0035085448805238667,0.0008653800396410079,1050236.710768953,4071.295983785256,0.00028181085835456886
259,-987583.7715887349,-223452.83598574204,-3952.828212901695,-974.9857368566605,0.003481500118725186,0.0008587095488908473,1054308.0067526742,4071.2956252015806,0.00027855243448861577
260,-991536.59945616,-224427.8216373871,-3952.8278674250087,-974.9856516450716,0.0034547668602361017,0.0008521158883646162,1058379.3023778123,4071.295269371347,0.0002753440517932785
261,-995489.426980751,-225402.8072044724,-3952.8275245909745,-974.9855670852833,0.0034283403394455717,0.0008455978826699771,1062450.597647121,4071.2949162629598,0.0002721847533069505
262,-999442.2541651203,-226377.79268764224,-3952.8271843693865,-974.9854831698455,0.003402215881530486,0.000839154378806301,1066521.8925633214,4071.2945658453095,0.0002690736039447754
263,-1003395.0810118509,-227352.77808753366,-3952.826846730496,-974.985399891421,0.0033763889003880407,0.0008327842456547201,1070593.1871291047,4071.2942180877562,0.0002660096899176973
264,-1007347.907523496,-228327.76340477643,-3952.8265116450066,-974.9853172427837,0.0033508548966228653,0.0008264863734816814,1074664.481347131,4071.2938729601233,0.0002629921181685738
265,-1011300.7337025801,-229302.74863999325,-3952.826179084061,-974.9852352168164,0.003325609455587221,0.0008202596734555946,1078735.7752200302,4071.293530432691,0.0002600200158255238
266,-1015253.5595515993,-230277.73379379977,-3952.8258490192366,-974.9851538065087,0.0033006482454726845,0.0008141030771761724,1082807.0687504024,4071.2931904761845,0.0002570925296716798
267,-1019206.3850730219,-231252.71886680476,-3952.8255214225346,-974.9850730049552,0.0032759670154517725,0.0008080155362160919,1086878.3619408186,4071.292853061765,0.00025420882563078267
268,-1023159.2102692883,-232227.7038596101,-3952.8251962663753,-974.984992805353,0.003251561593868037,0.0008019960216746072,1090949.6547938206,4071.292518161028,0.0002513680882679878
269,-1027112.0351428118,-233202.6887728111,-3952.824873523586,-974.9849132010006,0.003227427886473154,0.0007960435237427558,1095020.9473119224,4071.2921857459846,0.0002485695203057881
270,-1031064.8596959793,-234177.6736069964,-3952.824553167399,-974.9848341852954,0.0032035618747096734,0.0007901570512798214,1099092.2394976097,4071.2918557890653,0.0002458123421538239
271,-1035017.6839311507,-235152.6583627481,-3952.8242351714375,-974.9847557517323,0.00317995961403802,0.000784335631400717,1103163.5313533403,4071.2915282631043,0.00024309579145297927
272,-1038970.5078506604,-236127.64304064203,-3952.8239195097144,-974.9846778939014,0.003156617232306493,0.0007785783090739665,1107234.8228815456,4071.2912031413343,0.00024041912263262808
273,-1042923.331456817,-237102.6276412475,-3952.8236061566213,-974.9846006054868,0.0031335309281629916,0.0007728841467299814,1111306.1140846293,4071.29088039738,0.00023778160648080251
274,-1046876.154751904,-238077.61216512776,-3952.8232950869237,-974.9845238802644,0.003110696969507241,0.0007672522238793245,1115377.4049649697,4071.290560005251,0.0002351825297270781
275,-1050828.9777381797,-239052.59661283984,-3952.822986275755,-974.9844477121007,0.003088111691982359,0.0007616816367406768,1119448.6955249184,4071.2902419393345,0.00023262119463737785
276,-1054781.8004178784,-240027.58098493482,-3952.8226796986055,-974.9843720949508,0.0030657714975046114,0.0007561714978782231,1123519.9857668015,4071.289926174388,0.00023009691862063274
277,-1058734.6227932097,-241002.56528195768,-3952.82237533132,-974.9842970228572,0.0030436728528302594,0.0007507209358481849,1127591.27569292,4071.28961268553,0.00022760903384676153
278,-1062687.44486636,-241977.54950444764,-3952.822073150091,-974.9842224899478,0.0030218122881584416,0.000745329094854242,1131662.5653055501,4071.2893014482415,0.0002251568868755082
279,-1066640.2666394913,-242952.53365293806,-3952.821773131451,-974.9841484904344,0.0030001863957690436,0.0007399951344115816,1135733.8546069434,4071.2889924383517,0.00022273983829608935
280,-1070593.0881147436,-243927.51772795667,-3952.8214752522686,-974.9840750186115,0.0029787918286945745,0.0007347182290193359,1139805.1435993272,4071.2886856320347,0.00022035726237695782
281,-1074545.9092942334,-244902.50173002554,-3952.821179489739,-974.9840020688547,0.0029576252994250574,0.0007294975678411619,1143876.4322849049,4071.2883810058024,0.0002180085467257213
282,-1078498.7301800547,-245877.48565966118,-3952.8208858213807,-974.9839296356192,0.0029366835786450362,0.0007243323543937408,1147947.720665857,4071.2880785365014,0.0002156930919584124
283,-1082451.5507742797,-246852.46951737461,-3952.8205942250315,-974.9838577134386,0.0029159634940017676,0.0007192218062429707,1152019.00874434,4071.287778201304,0.00021341031137823207
284,-1086404.3710789585,-247827.45330367156,-3952.8203046788385,-974.9837862969231,0.002895461928903708,0.0007141651547076298,1156090.2965224881,4071.287479977702,0.00021115963066359325
285,-1090357.1910961198,-248802.43701905233,-3952.820017161256,-974.9837153807587,0.0028751758213484873,0.0007091616445703122,1160161.5840024129,4071.2871838435058,0.00020894048756433378
286,-1094310.010827771,-249777.42066401202,-3952.81973165104,-974.9836449597053,0.002855102162779508,0.0007042105337954234,1164232.871186204,4071.286889776832,0.00020675233160696594
287,-1098262.830275898,-250752.4042390406,-3952.81944812724,-974.9835750285961,0.0028352379969703977,0.0006993110932540464,1168304.1580759292,4071.286597756105,0.00020459462380774694
288,-1102215.6494424674,-251727.38774462295,-3952.8191665691984,-974.9835055823354,0.0028155804189365233,0.000694462606455482,1172375.4446736334,4071.286307760047,0.00020246683639394008
289,-1106168.4683294238,-252702.37118123885,-3952.818886956541,-974.9834366158984,0.0027961265738728333,0.0006896643692852802,1176446.7309813423,4071.2860197676723,0.000200368452532721
290,-1110121.2869386931,-253677.3545493632,-3952.8186092691753,-974.9833681243293,0.002776873656117298,0.0006849156897495882,1180518.017001059,4071.2857337582873,0.00019829896606742359
291,-1114074.1052721804,-254652.33784946596,-3952.8183334872847,-974.9833001027406,0.0027578189081392426,0.0006802158877256356,1184589.3027347666,4071.2854497114827,0.00019625788126125391
292,-1118026.9233317715,-255627.32108201226,-3952.8180595913227,-974.9832325463112,0.0027389596195518968,0.000675564294718194,1188660.588184428,4071.2851676071236,0.00019424471254777373
293,-1121979.7411193335,-256602.30424746254,-3952.81778756201,-974.9831654502857,0.0027202931261485013,0.0006709602536218438,1192731.8733519851,4071.2848874253546,0.0001922589842883518
294,-1125932.558636714,-257577.28734627253,-3952.817517380329,-974.9830988099739,0.0027018168089613173,0.0006664031184888924,1196803.158239361,4071.2846091465885,0.00019030023053622674
295,-1129885.3758857413,-258552.27037889327,-3952.8172490275197,-974.9830326207483,0.0026835280933429446,0.0006618922543027937,1200874.4428484584,4071.2843327515016,0.0001883679948067446
296,-1133838.1928682264,-259527.2533457713,-3952.8169824850747,-974.9829668780446,0.0026654244480693273,0.0006574270367569151,1204945.7271811608,4071.2840582210333,0.0001864618298539917
297,-1137791.0095859612,-260502.23624734866,-3952.8167177347364,-974.9829015773594,0.0026475033844638543,0.0006530068520385094,1209017.0112393333,4071.2837855363778,0.0001845812974535154
298,-1141743.8260407199,-261477.21908406293,-3952.8164547584906,-974.9828367142496,0.0026297624555420233,0.0006486310966177565,1213088.2950248215,4071.283514678982,0.00018272596819054264
299,-1145696.6422342584,-262452.20185634727,-3952.816193538565,-974.9827722843319,0.002612199255176094,0.0006442991770417362,1217159.5785394525,4071.2832456305414,0.00018089542125407278
300,-1149649.458168316,-263427.1845646305,-3952.8159340574234,-974.9827082832809,0.002594811417279188,0.0006400105097331968,1221230.8617850356,4071.282978372992,0.00017908924423661466
301,-1153602.2738446135,-264402.16720933735,-3952.8156762977615,-974.9826447068289,0.002577596615008354,0.0006357645207940017,1225302.1447633614,4071.2827128885137,0.00017730703293882265
302,-1157555.0892648562,-265377.1497908881,-3952.8154202425058,-974.9825815507643,0.0025605525599860695,0.0006315606458131226,1229373.4274762028,4071.2824491595184,0.00017554839117961353
303,-1161507.904430731,-266352.1323096991,-3952.8151658748056,-974.9825188109314,0.0025436770015396875,0.0006273983296790576,1233444.7099253156,4071.2821871686538,0.00017381293061137647
304,-1165460.7193439088,-267327.11476618226,-3952.8149131780333,-974.9824564832288,0.002526967725958395,0.0006232770263965712,1237515.9921124382,4071.2819268987905,0.00017210027053953512
305,-1169413.5340060447,-268302.09716074594,-3952.814662135778,-974.982394563609,0.0025104225557671844,0.0006191961989076272,1241587.2740392908,4071.281668333029,0.00017041003774738534
306,-1173366.3484187766,-269277.079493794,-3952.814412731843,-974.9823330480771,0.002494039349017401,0.000615155318916411,1245658.555707578,4071.281411454685,0.00016874186632532927
307,-1177319.1625837267,-270252.0617657267,-3952.814164950243,-974.9822719326903,0.002477815998593461,0.0006111538667183416,1249729.8371189872,4071.2811562472957,0.00016709539750435777
308,-1181271.9765025019,-271227.0439769402,-3952.8139187751995,-974.9822112135572,0.002461750431535289,0.0006071913310329572,1253801.1182751893,4071.280902694609,0.00016547027949410302
309,-1185224.7901766931,-272202.02612782706,-3952.813674191139,-974.9821508868363,0.002445840608376089,0.0006032672088405863,1257872.399177839,4071.2806507805835,0.00016386616732494796
310,-1189177.603607876,-273177.00821877585,-3952.8134311826866,-974.9820909487357,0.0024300845224950436,0.0005993810052226979,1261943.6798285753,4071.280400489386,0.00016228272269424253
311,-1193130.4167976107,-274151.99025017134,-3952.8131897346666,-974.9820313955124,0.0024144801994845652,0.000595532233205842,1266014.9602290203,4071.2801518053834,0.0001607196138164455
312,-1197083.2297474428,-275126.97222239483,-3952.8129498320973,-974.9819722234712,0.0023990256965317107,0.0005917204136090833,1270086.2403807817,4071.2799047131475,0.00015917651527722982
313,-1201036.0424589028,-276101.9541358238,-3952.812711460187,-974.9819134289636,0.002383719101813429,0.000587945074894846,1274157.5202854513,4071.2796591974425,0.0001576531078910132
314,-1204988.854933507,-277076.9359908322,-3952.812474604334,-974.9818550083884,0.0023685585339052588,0.0005842057530230762,1278228.7999446052,4071.2794152432275,0.00015614907856242253
315,-1208941.6671727572,-278051.9177877904,-3952.8122392501195,-974.9817969581892,0.002353542141203143,0.0005805019913086394,1282300.0793598054,4071.2791728356533,0.00015466412015121135
316,-1212894.4791781406,-279026.8995270652,-3952.812005383309,-974.9817392748552,0.0023386681013580477,0.0005768333402818765,1286371.358532598,4071.2789319600597,0.0001531979313403592
317,-1216847.2909511304,-280001.88120902015,-3952.8117729898468,-974.9816819549194,0.0023239346207230317,0.000573199357552229,1290442.6374645156,4071.2786926019667,0.0001517502165078404
318,-1220800.1024931862,-280976.8628340151,-3952.8115420558534,-974.9816249949586,0.002309339933812483,0.0005695996076748674,1294513.9161570752,4071.278454747082,0.00015032068560131578
319,-1224752.913805754,-281951.8444024067,-3952.8113125676236,-974.9815683915923,0.002294882302773195,0.0005660336620202371,1298585.1946117803,4071.278218381287,0.00014890905401619348
320,-1228705.7248902656,-282926.82591454824,-3952.8110845116216,-974.9815121414824,0.0022805600168670035,0.000562501098646458,1302656.4728301195,4071.277983490643,0.00014751504247650514
321,-1232658.53574814,-283901.8073707895,-3952.8108578744827,-974.9814562413321,0.0022663713919646796,0.0005590015021744978,1306727.750813569,4071.2777500613824,0.0001461383769190701
322,-1236611.346380783,-284876.7887714774,-3952.8106326430056,-974.9814006878859,0.002252314770050827,0.0005555344636660621,1310799.0285635889,4071.27751807991,0.00014477878838005728
323,-1240564.1567895873,-285851.77011695533,-3952.8104088041537,-974.9813454779279,0.002238388518739475,0.0005520995805041197,1314870.3060816277,4071.277287532797,0.0001434360128848846
324,-1244516.9669759322,-286826.75140756357,-3952.8101863450506,-974.9812906082822,0.0022245910308001304,0.00054869645627601,1318941.5833691196,4071.2770584067835,0.00014210979134046756
325,-1248469.7769411851,-287801.7326436394,-3952.809965252978,-974.981236075812,0.0022109207236940278,0.0005453247006590633,1323012.860427486,4071.2768306887665,0.00014079986943018547
326,-1252422.5866867006,-288776.7138255168,-3952.809745515374,-974.9811818774191,0.002197376039120316,0.0005419839293086737,1327084.1372581343,4071.2766043658107,0.0001395059975115513
327,-1256375.3962138204,-289751.69495352684,-3952.8095271198295,-974.9811280100428,0.002183955442571946,0.0005386737637487632,1331155.41386246,4071.2763794251337,0.0001382279305162801
