Frame,Satellite X (km),Satellite Y (km),Velocity X (km/s),Velocity Y (km/s),Force X (N),Force Y (N),Total Distance (km),Total Velocity (km/s),Total Acceleration (km/s²)
328,-1260328.2055238744,-290726.6760279975,-3952.8093100540873,-974.9810744706597,0.002170657422901034,0.0005353938312645838,1335226.6902418453,4071.2761558541115,0.00013696542785270226
329,-1264281.0146181805,-291701.6570492538,-3952.8090943060374,-974.9810212562832,0.0021574804918934433,0.0005321437647977932,1339297.9663976599,4071.275933640271,0.00013571825331080596
330,-1268233.8234980442,-292676.63801761775,-3952.808879863719,-974.9809683639629,0.002144423183852389,0.0005289232028437548,1343369.242331261,4071.2757127712935,0.00013448617496932024
331,-1272186.6321647593,-293651.6189334085,-3952.808666715314,-974.980915790784,0.0021314840551908366,0.0005257317893510082,1347440.518043993,4071.275493235005,0.000133268965105116
332,-1276139.4406196086,-294626.5997969424,-3952.8084548491456,-974.9808635338667,0.002118661684032474,0.0005225691736228522,1351511.7935371893,4071.275275019381,0.00013206640010494288
333,-1280092.2488638624,-295601.58060853276,-3952.8082442536784,-974.9808115903656,0.0021059546698210655,0.000519435010220998,1355583.06881217,4071.275058112539,0.0001308782603790489
334,-1284045.05689878,-296576.5613684902,-3952.8080349175157,-974.9807599574698,0.0020933616329379895,0.0005163289588712374,1359654.3438702442,4071.2748425027407,0.0001297043302769286
335,-1287997.864725609,-297551.5420771226,-3952.807826829394,-974.9807086324013,0.0020808812143277384,0.0005132506843710775,1363725.618712709,4071.2746281783857,0.00012854439800529397
336,-1291950.6723455873,-298526.52273473504,-3952.8076199781863,-974.9806576124157,0.0020685120751312317,0.000510199856499301,1367796.8933408493,4071.274415128014,0.0001273982555476194
337,-1295903.4797599402,-299501.50334162987,-3952.8074143528966,-974.9806068948008,0.0020562528963267127,0.0005071761499273969,1371868.1677559393,4071.2742033402988,0.00012626569858601396
338,-1299856.286969883,-300476.48389810673,-3952.8072099426586,-974.9805564768764,0.0020441023783780952,0.0005041792441328295,1375939.4419592423,4071.273992804049,0.00012514652642450395
339,-1303809.0939766197,-301451.4644044627,-3952.8070067367344,-974.980506355994,0.002032059240890542,0.0005012088233140911,1380010.7159520092,4071.2737835082053,0.00012404054191453005
340,-1307761.900781344,-302426.4448609923,-3952.806804724512,-974.9804565295364,0.002020122222273139,0.0004982645763075028,1384081.9897354804,4071.273575441836,0.00012294755138189036
341,-1311714.7073852394,-303401.42526798724,-3952.806603895504,-974.9804069949167,0.0020082900794084796,0.0004953461965057219,1388153.263310885,4071.2733685941403,0.0001218673645555525
342,-1315667.513789479,-304376.4056257368,-3952.8064042393453,-974.9803577495786,0.001996561587328991,0.0004924533817779109,1392224.5366794427,4071.2731629544437,0.00012079979449819494
343,-1319620.3199952245,-305351.3859345278,-3952.8062057457914,-974.9803087909951,0.001984935538899885,0.0004895858343915414,1396295.8098423607,4071.2729585121933,0.00011974465753802778
344,-1323573.1260036293,-306326.3661946445,-3952.806008404717,-974.980260116669,0.001973410744508525,0.00048674326093577834,1400367.0828008368,4071.2727552569595,0.00011870177320265223
345,-1327525.9318158354,-307301.3464063686,-3952.805812206114,-974.9802117241318,0.0019619860317600982,0.0004839253722464224,1404438.3555560575,4071.272553178437,0.00011767096415414257
346,-1331478.7374329756,-308276.32656997954,-3952.805617140089,-974.9801636109435,0.0019506602451794404,0.0004811318833323666,1408509.6281092002,4071.272352266434,0.0001166520561257129
347,-1335431.5428561724,-309251.3066857543,-3952.8054231968645,-974.9801157746921,0.0019394322459188598,0.00047836251330353506,1412580.9004614311,4071.2721525108796,0.00011564487785984874
348,-1339384.3480865392,-310226.28675396723,-3952.8052303667732,-974.9800682129935,0.001928300911471836,0.0004756169853002696,1416652.1726139067,4071.271953901819,0.00011464926104786557
349,-1343337.1531251795,-311201.2667748907,-3952.8050386402597,-974.9800209234909,0.0019172651353924505,0.00047289502642413033,1420723.4445677735,4071.271756429408,0.00011366504027084463
350,-1347289.9579731873,-312176.24674879457,-3952.8048480078774,-974.9799739038542,0.0019063238270204251,0.0004701963676700785,1424794.716324168,4071.2715600839183,0.00011269205294188667
351,-1351242.7626316475,-313151.2266759464,-3952.804658460286,-974.9799271517797,0.0018954759112116313,0.00046752074386001056,1428865.987884217,4071.271364855729,0.00011173013924974898
352,-1355195.5671016357,-314126.20655661135,-3952.8044699882535,-974.9798806649904,0.0018847203280739542,0.00046486789357761044,1432937.2592490383,4071.2711707353315,0.00011077914210369794
353,-1359148.3713842183,-315101.18639105256,-3952.80428258265,-974.9798344412346,0.0018740560327083927,0.00046223755910449507,1437008.5304197392,4071.270977713323,0.00010983890707959393
354,-1363101.1754804528,-316076.16617953085,-3952.8040962344503,-974.979788478286,0.0018634819949552648,0.00045962948635761886,1441079.8013974184,4071.2707857804076,0.00010890928236728519
355,-1367053.9793913877,-317051.1459223048,-3952.8039109347305,-974.9797427739434,0.0018529971991454125,0.0004570434248279104,1445151.0721831648,4071.2705949273923,0.00010799011871913854
356,-1371006.7831180624,-318026.1256196308,-3952.8037266746655,-974.9796973260305,0.0018426006438562984,0.00045447912752011587,1449222.3427780583,4071.2704051451906,0.00010708126939963429
357,-1374959.586661508,-319001.1052717632,-3952.803543445532,-974.9796521323955,0.00183229134167287,0.00045193635089381943,1453293.61318317,4071.270216424815,0.00010618259013627438
358,-1378912.3900227468,-319976.0848789541,-3952.8033612387,-974.9796071909099,0.0018220683189530988,0.0004494148548056153,1457364.8833995615,4071.270028757378,0.00010529393907143233
359,-1382865.1932027924,-320951.06444145355,-3952.8031800456383,-974.9795624994697,0.0018119306155980881,0.00044691440245240666,1461436.1534282858,4071.269842134093,0.00010441517671529323
360,-1386817.9962026502,-321926.0439595096,-3952.80299985791,-974.9795180559936,0.0018018772848266368,0.0004444347603158049,1465507.4232703866,4071.2696565462707,0.00010354616589996082
361,-1390770.7990233174,-322901.02343336795,-3952.8028206671706,-974.9794738584237,0.0017919073929541743,0.00044197569810760536,1469578.6929269005,4071.2694719853152,0.000102686771734431
362,-1394723.6016657827,-323876.0028632727,-3952.8026424651684,-974.9794299047248,0.00178202001917597,0.0004395369887163184,1473649.9623988532,4071.2692884427283,0.0001018368615605706
363,-1398676.4041310265,-324850.9822494656,-3952.802465243743,-974.9793861928839,0.0017722142553545043,0.0004371184081547268,1477721.2316872631,4071.269105910105,0.00010099630491026733
364,-1402629.2064200214,-325825.96159218653,-3952.8022889948224,-974.9793427209104,0.001762489205810933,0.0004347197355084517,1481792.5007931413,4071.268924379131,0.00010016497346323482
365,-1406582.0085337318,-326800.9408916733,-3952.802113710424,-974.9792994868351,0.001752843987120553,0.0004323407528855066,1485863.7697174882,4071.2687438415846,9.934274100583742e-05
366,-1410534.8104731145,-327775.92014816205,-3952.801939382651,-974.9792564887105,0.0017432777279121551,0.00042998124536681,1489935.0384612978,4071.2685642893325,9.852948339103683e-05
367,-1414487.6122391182,-328750.89936188667,-3952.8017660036944,-974.9792137246103,0.0017337895686712155,0.000427641000957644,1494006.3070255553,4071.2683857143325,9.772507849884806e-05
368,-1418440.413832684,-329725.8785330793,-3952.801593565828,-974.9791711926292,0.001724378661546821,0.00042531981054003414,1498077.575411238,4071.2682081086255,9.692940619790468e-05
369,-1422393.2152547454,-330700.85766197013,-3952.801422061411,-974.9791288908824,0.0017150441701622525,0.00042301746782603196,1502148.8436193154,4071.268031464342,9.614234830775638e-05
370,-1426346.0165062284,-331675.83674878767,-3952.8012514828843,-974.9790868175054,0.0017057852694291485,0.0004207337693118801,1506220.1116507484,4071.267855773697,9.536378856201912e-05
371,-1430298.817588051,-332650.81579375826,-3952.80108182277,-974.979044970654,0.0016966011453651674,0.00041846851423304023,1510291.3795064911,4071.2676810289877,9.459361257231222e-05
372,-1434251.6185011247,-333625.7947971068,-3952.8009130736705,-974.9790033485034,0.00168749099491508,0.00041622150452006726,1514362.647187489,4071.2675072225948,9.383170779295253e-05
373,-1438204.419246353,-334600.773759056,-3952.8007452282677,-974.9789619492489,0.001678454025775215,0.00041399254475531076,1518433.9146946808,4071.2673343469824,9.307796348641099e-05
374,-1442157.2198246324,-335575.7526798271,-3952.800578279322,-974.9789207711046,0.0016694894562211853,0.0004117814421304245,1522505.1820289972,4071.2671623946926,9.233227068951392e-05
375,-1446110.0202368519,-336550.7315596394,-3952.8004122196703,-974.9788798123041,0.0016605965149388252,0.00040958800640466956,1526576.4491913617,4071.2669913583477,9.159452218038059e-05
376,-1450062.820483894,-337525.7103987105,-3952.8002470422266,-974.9788390710991,0.0016517744408582756,0.00040741204986399256,1530647.7161826896,4071.266821230649,9.086461244600028e-05
377,-1454015.6205666342,-338500.6891972563,-3952.800082739978,-974.9787985457605,0.0016430224829911404,0.00040525338728086136,1534718.98300389,4071.2666520043745,9.014243765059932e-05
378,-1457968.4204859403,-339475.6679554908,-3952.7999193059877,-974.978758234577,0.0016343399002706556,0.000403111835874845,1538790.2496558647,4071.2664836723798,8.94278956045987e-05
379,-1461921.2202426738,-340450.6466736267,-3952.799756733391,-974.9787181358554,0.0016257259613948157,0.0004009872152739216,1542861.516139507,4071.266316227593,8.872088573418159e-05
380,-1465874.0198376891,-341425.62535187457,-3952.7995950153963,-974.9786782479207,0.0016171799446723708,0.0003988793474764955,1546932.7824557053,4071.266149663019,8.802130905169084e-05
381,-1469826.8192718343,-342400.6039904437,-3952.7994341452822,-974.978638569115,0.0016087011378716654,0.00039678805681411425,1551004.0486053387,4071.265983971736,8.732906812639738e-05
382,-1473779.6185459509,-343375.5825895415,-3952.7992741163985,-974.978599097798,0.0016002888380722321,0.00039471316991486553,1555075.314589281,4071.265819146894,8.664406705610029e-05
383,-1477732.417660873,-344350.5611493738,-3952.7991149221634,-974.9785598323465,0.0015919423515191014,0.0003926545156674445,1559146.580408399,4071.2656551817145,8.59662114391566e-05
384,-1481685.216617429,-345325.539670145,-3952.798956556064,-974.978520771154,0.0015836609934797624,0.00039061192518587357,1563217.8460635515,4071.265492069488,8.529540834718287e-05
385,-1485638.0154164408,-346300.51815205766,-3952.798799011655,-974.9784819126307,0.0015754440881037182,0.00038858523177486384,1567289.1115555922,4071.265329803578,8.463156629833568e-05
386,-1489590.8140587232,-347275.49659531284,-3952.7986422825584,-974.9784432552036,0.0015672909682845897,0.00038657427089580355,1571360.376885367,4071.2651683774147,8.397459523104278e-05
387,-1493543.6125450856,-348250.47500011016,-3952.798486362461,-974.9784047973156,0.0015592009755247078,0.00038457888013336143,1575431.642053716,4071.2650077844946,8.332440647840397e-05
388,-1497496.4108763307,-349225.4533666476,-3952.7983312451147,-974.9783665374258,0.0015511734598021472,0.00038259889916269124,1579502.9070614718,4071.264848018384,8.268091274301032e-05
389,-1501449.2090532552,-350200.43169512163,-3952.7981769243365,-974.9783284740088,0.0015432077794401474,0.00038063416971722625,1583574.171909462,4071.264689072713,8.204402807238756e-05
390,-1505402.0070766492,-351175.4099857272,-3952.798023394007,-974.9782906055552,0.001535303300978879,0.0003786845355570507,1587645.4365985065,4071.264530941179,8.141366783481737e-05
391,-1509354.8049472973,-352150.3882386578,-3952.797870648067,-974.978252930571,0.0015274593990494995,0.00037674984243783754,1591716.70112942,4071.264373617543,8.078974869576782e-05
392,-1513307.6026659778,-353125.36645410536,-3952.7977186805215,-974.9782154475772,0.0015196754562504563,0.0003748299380803391,1595787.9655030095,4071.2642170956287,8.017218859474743e-05
393,-1517260.4002334632,-354100.34463226044,-3952.797567485435,-974.97817815511,0.0015119508630259916,0.00037292467214042156,1599859.2297200772,4071.2640613693225,7.956090672262066e-05
394,-1521213.1976505201,-355075.3227733122,-3952.7974170569337,-974.9781410517203,0.0015042850175468008,0.00037103389617963023,1603930.4937814192,4071.2639064325754,7.89558234994344e-05
395,-1525165.9949179094,-356050.3008774482,-3952.797267389201,-974.9781041359739,0.001496677325592808,0.0003691574636362774,1608001.7576878245,4071.2637522793966,7.835686055260137e-05
396,-1529118.7920363857,-357025.2789448546,-3952.7971184764806,-974.9780674064508,0.0014891272004380054,0.0003672952297970386,1612073.0214400764,4071.263598903857,7.776394069566547e-05
397,-1533071.589006699,-358000.25697571633,-3952.7969703130743,-974.9780308617457,0.0014816340627373241,0.00036544705176905055,1616144.2850389532,4071.2634463000873,7.717698790734723e-05
398,-1537024.3858295921,-358975.2349702168,-3952.79682289334,-974.9779945004668,0.0014741973404154944,0.0003636127884524991,1620215.5484852262,4071.2632944622774,7.659592731108447e-05
399,-1540977.1825058039,-359950.2129285381,-3952.796676211693,-974.9779583212368,0.0014668164685578482,0.00036179230051368717,1624286.8117796616,4071.2631433846736,7.60206851549976e-05
400,-1544929.9790360664,-360925.1908508608,-3952.7965302626044,-974.9779223226916,0.001459490889303035,0.00035998545035857314,1628358.0749230194,4071.2629930615826,7.545118879221513e-05
401,-1548882.775421107,-361900.16873736423,-3952.796385040599,-974.9778865034814,0.001452220051737605,0.0003581921021067717,1632429.3379160545,4071.262843487364,7.488736666161177e-05
402,-1552835.5716616472,-362875.1465882265,-3952.7962405402577,-974.9778508622693,0.001445003411792432,0.00035641212156600635,1636500.6007595153,4071.2626946564383,7.432914826887851e-05
403,-1556788.3677584033,-363850.1244036242,-3952.7960967562144,-974.9778153977317,0.001437840432140923,0.0003546453762070046,1640571.8634541451,4071.262546563277,7.377646416811256e-05
404,-1560741.1637120866,-364825.1021837328,-3952.795953683156,-974.9777801085581,0.0014307305820989986,0.0003528917351388282,1644643.1260006821,4071.262399202407,7.322924594357564e-05
405,-1564693.9595234024,-365800.07992872625,-3952.795811315822,-974.9777449934512,0.001423673337526796,0.0003511510690846296,1648714.3883998585,4071.2622525684124,7.268742619196361e-05
406,-1568646.7551930512,-366775.05763877736,-3952.7956696490037,-974.9777100511261,0.0014166681807320672,0.00034942325035782504,1652785.6506524011,4071.2621066559263,7.215093850493699e-05
407,-1572599.550721729,-367750.03531405766,-3952.7955286775436,-974.9776752803109,0.0014097146003752335,0.00034770815283867825,1656856.9127590312,4071.2619614596383,7.161971745205811e-05
408,-1576552.3461101253,-368725.0129547374,-3952.7953883963346,-974.9776406797457,0.0014028120913760706,0.0003460056519512838,1660928.1747204652,4071.2618169742873,7.109369856401048e-05
409,-1580505.1413589255,-369699.99056098564,-3952.7952488003193,-974.9776062481832,0.0013959601548219854,0.0003443156246409453,1664999.4365374139,4071.2616731946637,7.057281831618887e-05
410,-1584457.93646881,-370674.96813297004,-3952.795109884489,-974.9775719843882,0.0013891582978778605,0.00034263794935193866,1669070.698210583,4071.2615301156106,7.005701411256748e-05
411,-1588410.731440454,-371649.94567085715,-3952.794971643886,-974.9775378871376,0.001382406033697433,0.0003409725060056545,1673141.9597406732,4071.26138773202,6.954622426988116e-05
412,-1592363.5262745277,-372624.92317481234,-3952.794834073598,-974.9775039552201,0.0013757028813361695,0.0003393191759791097,1677213.2211283802,4071.2612460388336,6.904038800223125e-05
413,-1596316.3209716964,-373599.9006449998,-3952.794697168762,-974.977470187436,0.0013690483656656283,0.00033767784208382524,1681284.482374394,4071.2611050310416,6.853944540575831e-05
414,-1600269.1155326208,-374574.87808158237,-3952.79456092456,-974.9774365825971,0.001362442017289258,0.00033604838854505874,1685355.7434794002,4071.260964703682,6.804333744384385e-05
415,-1604221.9099579572,-375549.8554847219,-3952.794425336223,-974.9774031395269,0.0013558833724596194,0.0003344307009813877,1689427.0044440792,4071.2608250518433,6.755200593246808e-05
416,-1608174.7042483562,-376524.83285457897,-3952.7942903990256,-974.9773698570604,0.001349371972997,0.0003328246663846368,1693498.2652691063,4071.2606860706587,6.706539352584183e-05
417,-1612127.4984044645,-377499.810191313,-3952.794156108289,-974.977336734043,0.0013429073662093868,0.0003312301731001392,1697569.525955152,4071.2605477553075,6.658344370244368e-05
418,-1616080.292426924,-378474.7874950823,-3952.7940224593785,-974.9773037693318,0.001336489104813784,0.00032964711080733084,1701640.7865028828,4071.260410101018,6.610610075113898e-05
419,-1620033.0863163716,-379449.7647660441,-3952.793889447704,-974.9772709617946,0.001330116746858843,0.000328075370500667,1705712.0469129598,4071.2602731030615,6.56333097576919e-05
420,-1623985.8800734403,-380424.74200435437,-3952.7937570687186,-974.9772383103103,0.0013237898556487794,0.00032651484447085785,1709783.3071860382,4071.260136756756,6.516501659148826e-05
421,-1627938.6736987582,-381399.7192101682,-3952.793625317918,-974.9772058137676,0.0013175079996685516,0.00032496542628641353,1713854.5673227706,4071.26000105746,6.47011678925585e-05
422,-1631891.467192949,-382374.69638363924,-3952.7934941908434,-974.9771734710664,0.001311270752510279,0.00032342701077549605,1717925.8273238044,4071.259866000583,6.424171105879161e-05
423,-1635844.2605566322,-383349.67352492036,-3952.793363683074,-974.977141281117,0.0013050776928008876,0.0003218994940080738,1721997.087189781,4071.2597315815715,6.37865942333043e-05
424,-1639797.0537904224,-384324.6506341632,-3952.7932337902334,-974.9771092428398,0.0012989284041309292,0.00032038277327836546,1726068.346921339,4071.2595977959177,6.333576629236183e-05
425,-1643749.8468949303,-385299.6277115184,-3952.793104507986,-974.9770773551651,0.0012928224749845895,0.00031887674708757627,1730139.606519111,4071.259464639155,6.288917683311053e-05
426,-1647702.6398707624,-386274.6047571354,-3952.792975832036,-974.9770456170335,0.0012867594986708346,0.00031738131512691674,1734210.8659837267,4071.2593321068607,6.244677616187711e-05
427,-1651655.4327185208,-387249.58177116275,-3952.792847758129,-974.9770140273957,0.0012807390732556903,0.00031589637826089914,1738282.12531581,4071.259200194652,6.200851528247838e-05
428,-1655608.2254388027,-388224.55875374796,-3952.7927202820492,-974.976982585212,0.0012747608014956233,0.00031442183851090687,1742353.384515982,4071.2590688981863,6.157434588488987e-05
429,-1659561.0180322023,-389199.5357050374,-3952.79259339962,-974.976951289452,0.001268824290772016,0.0003129575990390333,1746424.6435848563,4071.2589382131623,6.114422033397643e-05
430,-1663513.8104993089,-390174.5126251765,-3952.792467106705,-974.9769201390956,0.0012629291530266943,0.0003115035641321796,1750495.9025230466,4071.2588081353197,6.0718091658636685e-05
431,-1667466.602840708,-391149.4895143096,-3952.792341399204,-974.9768891331317,0.0012570750046985164,0.00031005963918641496,1754567.1613311588,4071.258678660436,6.029591354089233e-05
432,-1671419.3950569814,-392124.4663725802,-3952.7922162730574,-974.9768582705586,0.0012512614666609747,0.00030862573069158724,1758638.4200097963,4071.2585497843293,5.987764030544628e-05
433,-1675372.1871487058,-393099.4432001306,-3952.792091724241,-974.976827550384,0.0012454881641608142,0.000307201746216183,1762709.6785595578,4071.258421502854,5.9463226909202666e-05
434,-1679324.9791164545,-394074.41999710223,-3952.791967748769,-974.9767969716245,0.0012397547267576359,0.000305787594392431,1766780.936981038,4071.2582938119062,5.9052628931135656e-05
435,-1683277.7709607969,-395049.3967636355,-3952.7918443426897,-974.976766533306,0.0012340607882644716,0.0003043831849016461,1770852.1952748273,4071.2581667074155,5.864580256228389e-05
436,-1687230.5626822992,-396024.37349987,-3952.791721502091,-974.976736234463,0.0012284059866893124,0.0003029884284598068,1774923.453441512,4071.258040185352,5.824270459592081e-05
437,-1691183.3542815223,-396999.3502059441,-3952.791599223095,-974.9767060741394,0.0012227899641775739,0.0003016032368033653,1778994.711481675,4071.2579142417217,5.7843292417901133e-05
438,-1695136.1457590242,-397974.3268819955,-3952.7914775018585,-974.9766760513871,0.0012172123669554752,0.00030022752267528237,1783065.9693958948,4071.257788872566,5.744752399727135e-05
439,-1699088.937115359,-398949.3035281608,-3952.791356334574,-974.9766461652671,0.0012116728452743269,0.00029886119981128594,1787137.2271847453,4071.257664073964,5.7055357876881594e-05
440,-1703041.7283510764,-399924.28014457563,-3952.791235717468,-974.9766164148488,0.0012061710533556992,0.00029750418292634766,1791208.484848797,4071.25753984203,5.666675316434095e-05
441,-1706994.519466723,-400899.25673137483,-3952.7911156468035,-974.9765867992099,0.0012007066493374607,0.00029615638770137334,1795279.742388617,4071.257416172913,5.628166952303862e-05
442,-1710947.3104628418,-401874.2332886923,-3952.790996118874,-974.9765573174368,0.0011952792952206713,0.00029481773077010475,1799350.999804768,4071.2572930627957,5.590006716334487e-05
443,-1714900.1013399716,-402849.2098166609,-3952.790877130008,-974.9765279686238,0.0011898886568173144,0.00029348812970622797,1803422.2570978086,4071.2571705078976,5.552190683397813e-05
444,-1718852.8920986482,-403824.18631541275,-3952.7907586765677,-974.9764987518736,0.0011845344036988488,0.00029216750301068424,1807493.514268295,4071.2570485044716,5.5147149813549545e-05
445,-1722805.6827394033,-404799.1627850791,-3952.7906407549467,-974.9764696662966,0.001179216209145575,0.0002908557700991814,1811564.771316778,4071.2569270488025,5.477575790218766e-05
446,-1726758.4732627647,-405774.13922579004,-3952.790523361572,-974.9764407110115,0.0011739337500967903,0.00028955285128989973,1815636.028243805,4071.256806137211,5.440769341340107e-05
447,-1730711.2636692578,-406749.1156376752,-3952.790406492901,-974.9764118851447,0.001168686707101722,0.00028825866779139066,1819707.2850499211,4071.2566857660477,5.404291916607543e-05
448,-1734664.053959403,-407724.092020863,-3952.7902901454245,-974.9763831878305,0.0011634747642712373,0.00028697314169066565,1823778.5417356656,4071.2565659316992,5.368139847646188e-05
449,-1738616.8441337186,-408699.0683754813,-3952.790174315664,-974.9763546182108,0.0011582976092302888,0.0002856961959414675,1827849.798301576,4071.256446630582,5.3323095150611705e-05
450,-1742569.634192719,-409674.04470165673,-3952.7900590001705,-974.9763261754355,0.001153154933071114,0.0002844277543527272,1831921.0547481857,4071.2563278591438,5.296797347661235e-05
451,-1746522.4241369145,-410649.02099951543,-3952.789944195528,-974.9762978586613,0.001148046430307154,0.0002831677415771985,1835992.3110760236,4071.2562096138663,5.261599821716133e-05
452,-1750475.213966813,-411623.99726918247,-3952.7898298983478,-974.976269667053,0.001142971798827681,0.0002819160831002669,1840063.5672856166,4071.25609189126,5.226713460228332e-05
453,-1754428.0036829181,-412598.97351078223,-3952.7897161052742,-974.9762415997825,0.0011379307398531363,0.00028067270522893426,1844134.8233774868,4071.255974687867,5.192134832201208e-05
454,-1758380.793285731,-413573.94972443825,-3952.789602812978,-974.976213656029,0.001132922957891145,0.0002794375350809697,1848206.0793521544,4071.255858000259,5.157860551940933e-05
455,-1762333.582775749,-414548.9259102733,-3952.7894900181623,-974.9761858349791,0.0011279481606932202,0.0002782105005742316,1852277.3352101336,4071.2557418250412,5.1238872783472474e-05
456,-1766286.3721534668,-415523.9020684091,-3952.7893777175564,-974.976158135826,0.0011230060592121126,0.0002769915304161477,1856348.5909519382,4071.255626158844,5.090211714247554e-05
457,-1770239.1614193749,-416498.87819896685,-3952.7892659079193,-974.9761305577706,0.0011180963675598335,0.00027578055409336173,1860419.8465780762,4071.25551099833,5.056830605706299e-05
458,-1774191.950573961,-417473.85430206684,-3952.7891545860393,-974.9761031000204,0.0011132188029663015,0.0002745775018615341,1864491.1020890544,4071.2553963401892,5.0237407413780745e-05
459,-1778144.7396177095,-418448.8303778286,-3952.789043748731,-974.97607576179,0.0011083730857386303,0.0002733823047353007,1868562.3574853747,4071.2552821811437,4.990938951851353e-05
460,-1782097.5285511024,-419423.806426371,-3952.788933392837,-974.9760485423005,0.001103558939221033,0.0002721948944783829,1872633.6127675353,4071.2551685179396,4.9584221090108344e-05
461,-1786050.3173746176,-420398.78244781174,-3952.788823515228,-974.9760214407802,0.0010987760897553252,0.0002710152035938468,1876704.867936033,4071.2550553473548,4.926187125422459e-05
462,-1790003.1060887303,-421373.75844226824,-3952.7887141128017,-974.9759944564637,0.0010940242666420425,0.00026984316531451205,1880776.12299136,4071.254942666193,4.894230953699947e-05
463,-1793955.894693913,-422348.73440985684,-3952.7886051824817,-974.9759675885924,0.001089303202102132,0.00026867871359350417,1884847.3779340067,4071.254830471286,4.8625505859126095e-05
464,-1797908.683190634,-423323.71035069326,-3952.788496721218,-974.9759408364141,0.0010846126312392284,0.0002675217830949499,1888918.6327644584,4071.254718759493,4.831143052984823e-05
465,-1801861.4715793598,-424298.6862648924,-3952.788388725989,-974.9759141991832,0.0010799522920024926,0.00026637230918481145,1892989.887483198,4071.254607527701,4.800005424116643e-05
466,-1805814.2598605535,-425273.6621525686,-3952.788281193796,-974.9758876761605,0.001075321925150011,0.00026523022792185937,1897061.1420907055,4071.2544967728218,4.769134806204064e-05
467,-1809767.0480346754,-426248.63801383524,-3952.788174121669,-974.9758612666129,0.0010707212742127404,0.0002640954760487797,1901132.3965874587,4071.254386491796,4.738528343279767e-05
468,-1813719.8361021818,-427223.613848805,-3952.7880675066604,-974.9758349698138,0.0010661500854589972,0.00026296799098341546,1905203.6509739312,4071.2542766815886,4.708183215951628e-05
469,-1817672.624063528,-428198.58965759014,-3952.7879613458495,-974.9758087850427,0.0010616081078594693,0.00026184771081013693,1909274.9052505933,4071.25416733919,4.678096640863e-05
470,-1821625.4119191642,-429173.5654403017,-3952.7878556363403,-974.9757827115853,0.001057095093052752,0.0002607345742713416,1913346.159417913,4071.254058461619,4.648265870155277e-05
471,-1825578.1996695395,-430148.5411970504,-3952.7877503752607,-974.9757567487333,0.001052610795311395,0.0002596285207590796,1917417.4134763554,4071.2539500459166,4.618688190939913e-05
472,-1829530.9873150992,-431123.5169279462,-3952.7876455597634,-974.9757308957841,0.001048154971508453,0.0002585294903068038,1921488.667426382,4071.2538420891497,4.5893609247794124e-05
473,-1833483.7748562861,-432098.4926330982,-3952.7875411870255,-974.9757051520417,0.001043727381084529,0.00025743742358124095,1925559.9212684522,4071.253734588412,4.560281427182376e-05
474,-1837436.5622935405,-433073.468312615,-3952.787437254247,-974.9756795168155,0.0010393277860153095,0.00025635226187438486,1929631.1750030215,4071.253627540819,4.53144708709367e-05
475,-1841389.349627299,-434048.4439666045,-3952.787333758652,-974.9756539894207,0.0010349559507795661,0.00025527394709560396,1933702.4286305434,4071.25352094351,4.502855326415062e-05
476,-1845342.1368579965,-435023.4195951736,-3952.7872306974878,-974.9756285691786,0.001030611642327642,0.00025420242176386854,1937773.6821514678,4071.253414793653,4.474503599507846e-05
477,-1849294.9239860645,-435998.395198429,-3952.7871280680242,-974.9756032554158,0.0010262946300503876,0.00025313762900008917,1941844.9355662428,4071.253309088434,4.44638939272779e-05
478,-1853247.7110119322,-436973.37077647645,-3952.7870258675557,-974.9755780474645,0.001022004685748559,0.00025207951251956894,1945916.1888753125,4071.2532038250656,4.418510223948814e-05
479,-1857200.4979360255,-437948.3463294211,-3952.7869240933974,-974.9755529446629,0.0010177415836026594,0.000251028016624565,1949987.4420791192,4071.253099000785,4.390863642107791e-05
480,-1861153.2847587685,-438923.32185736747,-3952.7868227428876,-974.9755279463542,0.0010135051001432206,0.00024998308619695865,1954058.6951781013,4071.2529946128475,4.363447226750553e-05
481,-1865106.0714805818,-439898.29736041935,-3952.786721813386,-974.9755030518875,0.001009295014221516,0.000248944666691032,1958129.9481726957,4071.2528906585376,4.3362585875872315e-05
482,-1869058.8581018841,-440873.27283867996,-3952.7866213022753,-974.9754782606171,0.0010051111069807016,0.00024791270412634976,1962201.2010633356,4071.2527871351563,4.3092953640526295e-05
483,-1873011.644623091,-441848.2482922519,-3952.786521206959,-974.9754535719026,0.0010009531618273692,0.0002468871450807434,1966272.4538504523,4071.2526840400305,4.2825552248797606e-05
484,-1876964.4310446158,-442823.223721237,-3952.786421524863,-974.9754289851088,0.0009968209644035174,0.0002458679366833978,1970343.706534474,4071.2525813705083,4.256035867671609e-05
485,-1880917.217366869,-443798.19912573654,-3952.786322253432,-974.9754044996062,0.0009927143025589209,0.0002448550266080362,1974414.9591158263,4071.2524791239593,4.229735018489171e-05
486,-1884870.0035902595,-444773.17450585135,-3952.786223390135,-974.9753801147698,0.0009886329663239002,0.00024384836306620412,1978486.2115949322,4071.252377297775,4.203650431440099e-05
487,-1888822.7897151918,-445748.1498616813,-3952.78612493246,-974.9753558299802,0.0009845767478824836,0.00024284789480064992,1982557.4639722118,4071.2522758893697,4.1777798882741925e-05
